Process,Branch,Variant,Attribution,ProbabilityBin,Rounds,Pieces,Passed,PredictedPass,ObservedRate,PredictedRate
Polishing,First pass,ridge_single_capped,single,"(0.6, 0.7]",31,225.0,177.0,145.74952598244772,0.7866666666666666,0.647775671033101
Polishing,First pass,ridge_single_capped,single,"(0.7, 0.8]",21,135.0,97.0,101.29189175170822,0.7185185185185186,0.7503103092719128
Polishing,First pass,ridge_single_capped,single,"(0.8, 0.9]",23,389.0,362.0,332.7387639729259,0.9305912596401028,0.8553695731951823
Polishing,First pass,ridge_single_capped,single,"(0.9, 1.0]",23,4239.0,4179.0,4102.49777392334,0.9858457183297947,0.9677984840583487
Polishing,First pass,ridge_single_capped,team,"(0.6, 0.7]",1,4.0,4.0,2.4533204846916843,1.0,0.6133301211729211
Polishing,First pass,ridge_single_capped,unknown,"(-0.001, 0.1]",9,95.0,32.0,5.004186836956755,0.3368421052631579,0.052675650915334264
Polishing,First pass,ridge_single_capped,unknown,"(0.1, 0.2]",44,348.0,43.0,43.50558610746519,0.1235632183908046,0.12501605203294594
Polishing,First pass,ridge_single_capped,unknown,"(0.2, 0.3]",22,52.0,8.0,12.970807424175783,0.15384615384615385,0.24943860431107276
Polishing,First pass,ridge_single_capped,unknown,"(0.3, 0.4]",23,138.0,68.0,48.89883979211953,0.4927536231884058,0.35433941878347486
Polishing,First pass,ridge_single_capped,unknown,"(0.4, 0.5]",25,110.0,32.0,47.942642949678415,0.2909090909090909,0.43584220863344014
Polishing,First pass,ridge_single_capped,unknown,"(0.5, 0.6]",20,104.0,45.0,54.72377858941163,0.4326923076923077,0.5261901787443426
Polishing,First pass,ridge_single_capped,unknown,"(0.6, 0.7]",2,10.0,8.0,6.4445474317953435,0.8,0.6444547431795343
Polishing,First pass,ridge_single_capped,unknown,"(0.7, 0.8]",8,16.0,0.0,12.014463050104467,0.0,0.7509039406315292
Polishing,First pass,ridge_single_capped,unknown,"(0.8, 0.9]",6,64.0,45.0,52.3494513443684,0.703125,0.8179601772557562
Polishing,First pass,ridge_single_capped,unknown,"(0.9, 1.0]",1,67.0,0.0,60.71754082993968,0.0,0.9062319526856668
Polishing,First pass,ridge_single_equal_round,single,"(-0.001, 0.1]",36,179.0,47.0,10.798292547315182,0.26256983240223464,0.06032565668891163
Polishing,First pass,ridge_single_equal_round,single,"(0.1, 0.2]",53,376.0,158.0,56.512240371251195,0.42021276595744683,0.15029851162566807
Polishing,First pass,ridge_single_equal_round,single,"(0.2, 0.3]",42,307.0,171.0,74.81926361401348,0.5570032573289903,0.24371095639743803
Polishing,First pass,ridge_single_equal_round,single,"(0.3, 0.4]",43,316.0,112.0,107.77427622978894,0.35443037974683544,0.3410578361702182
Polishing,First pass,ridge_single_equal_round,single,"(0.4, 0.5]",39,240.0,122.0,107.60245459690424,0.5083333333333333,0.4483435608204343
Polishing,First pass,ridge_single_equal_round,single,"(0.5, 0.6]",52,224.0,140.0,124.24551670065625,0.625,0.5546674852707868
Polishing,First pass,ridge_single_equal_round,single,"(0.6, 0.7]",24,190.0,124.0,122.75350236401478,0.6526315789473685,0.646071065073762
Polishing,First pass,ridge_single_equal_round,single,"(0.7, 0.8]",28,167.0,121.0,125.01957923329115,0.7245508982035929,0.7486202349298872
Polishing,First pass,ridge_single_equal_round,single,"(0.8, 0.9]",23,337.0,314.0,290.5413576633127,0.9317507418397626,0.8621405271908388
Polishing,First pass,ridge_single_equal_round,single,"(0.9, 1.0]",28,4317.0,4253.0,4170.782627031996,0.9851748899698864,0.9661298649599248
Polishing,First pass,ridge_single_equal_round,team,"(0.7, 0.8]",1,4.0,4.0,2.865857356251055,1.0,0.7164643390627637
Polishing,First pass,ridge_single_equal_round,unknown,"(-0.001, 0.1]",18,107.0,33.0,4.584903798913781,0.308411214953271,0.04284956821414749
Polishing,First pass,ridge_single_equal_round,unknown,"(0.1, 0.2]",56,382.0,48.0,56.51441299116143,0.1256544502617801,0.1479434895056582
Polishing,First pass,ridge_single_equal_round,unknown,"(0.2, 0.3]",11,38.0,9.0,8.656137057986006,0.23684210526315788,0.22779308047331595
Polishing,First pass,ridge_single_equal_round,unknown,"(0.3, 0.4]",22,155.0,60.0,56.103145561452365,0.3870967741935484,0.3619557778158217
Polishing,First pass,ridge_single_equal_round,unknown,"(0.4, 0.5]",17,58.0,35.0,26.355238525990202,0.603448275862069,0.4544006642412104
Polishing,First pass,ridge_single_equal_round,unknown,"(0.5, 0.6]",15,101.0,40.0,52.80519907962051,0.39603960396039606,0.5228237532635693
Polishing,First pass,ridge_single_equal_round,unknown,"(0.6, 0.7]",1,1.0,1.0,0.6254359714795102,1.0,0.6254359714795102
Polishing,First pass,ridge_single_equal_round,unknown,"(0.7, 0.8]",10,24.0,11.0,18.545166032892972,0.4583333333333333,0.7727152513705405
Polishing,First pass,ridge_single_equal_round,unknown,"(0.8, 0.9]",5,125.0,39.0,108.30629914643293,0.312,0.8664503931714634
Polishing,First pass,ridge_single_equal_round,unknown,"(0.9, 1.0]",5,13.0,5.0,12.169628264340986,0.38461538461538464,0.9361252511031528
Polishing,First pass,ridge_single_pieces,single,"(-0.001, 0.1]",3,6.0,3.0,0.4983151402708848,0.5,0.0830525233784808
Polishing,First pass,ridge_single_pieces,single,"(0.1, 0.2]",41,298.0,94.0,46.175720368278064,0.31543624161073824,0.1549520817727452
Polishing,First pass,ridge_single_pieces,single,"(0.2, 0.3]",35,277.0,114.0,69.7964374617958,0.41155234657039713,0.2519726984180354
Polishing,First pass,ridge_single_pieces,single,"(0.3, 0.4]",69,478.0,248.0,169.47458854739537,0.5188284518828452,0.35454934842551333
Polishing,First pass,ridge_single_pieces,single,"(0.4, 0.5]",70,360.0,172.0,161.2058874073843,0.4777777777777778,0.4477941316871786
Polishing,First pass,ridge_single_pieces,single,"(0.5, 0.6]",67,405.0,254.0,222.00386132398853,0.6271604938271605,0.5481576822814531
Polishing,First pass,ridge_single_pieces,single,"(0.6, 0.7]",37,232.0,153.0,149.2537891029643,0.6594827586206896,0.6433352978576048
Polishing,First pass,ridge_single_pieces,single,"(0.7, 0.8]",19,110.0,97.0,83.56563208354375,0.8818181818181818,0.7596875643958523
Polishing,First pass,ridge_single_pieces,single,"(0.8, 0.9]",5,218.0,218.0,176.26246150530613,1.0,0.8085434014004869
Polishing,First pass,ridge_single_pieces,single,"(0.9, 1.0]",22,4269.0,4209.0,4187.5343714069595,0.9859451862262825,0.9809169293527663
Polishing,First pass,ridge_single_pieces,team,"(0.5, 0.6]",1,4.0,4.0,2.3608419896787796,1.0,0.5902104974196949
Polishing,First pass,ridge_single_pieces,unknown,"(0.1, 0.2]",48,420.0,75.0,78.63223184561885,0.17857142857142858,0.18721959963242582
Polishing,First pass,ridge_single_pieces,unknown,"(0.2, 0.3]",6,36.0,0.0,9.739464151816083,0.0,0.2705406708837801
Polishing,First pass,ridge_single_pieces,unknown,"(0.3, 0.4]",6,19.0,2.0,6.587175585763544,0.10526315789473684,0.3466934518822918
Polishing,First pass,ridge_single_pieces,unknown,"(0.4, 0.5]",73,302.0,112.0,140.56514751259735,0.3708609271523179,0.46544750831985876
Polishing,First pass,ridge_single_pieces,unknown,"(0.5, 0.6]",24,120.0,61.0,64.12459251660476,0.5083333333333333,0.5343716043050397
Polishing,First pass,ridge_single_pieces,unknown,"(0.6, 0.7]",2,40.0,31.0,27.786586652295707,0.775,0.6946646663073927
Polishing,First pass,ridge_single_pieces,unknown,"(0.9, 1.0]",1,67.0,0.0,60.51785517919416,0.0,0.9032515698387188
Polishing,Rework,group_only_all,single,"(0.5, 0.6]",2,4.0,0.0,2.1132426194022393,0.0,0.5283106548505598
Polishing,Rework,group_only_all,single,"(0.6, 0.7]",4,32.0,32.0,22.143352414648565,1.0,0.6919797629577676
Polishing,Rework,group_only_all,single,"(0.7, 0.8]",32,141.0,129.0,107.06257886608552,0.9148936170212766,0.7593090699722377
Polishing,Rework,group_only_all,single,"(0.8, 0.9]",16,61.0,61.0,51.3520759353984,1.0,0.8418373104163672
Polishing,Rework,group_only_all,unknown,"(0.5, 0.6]",9,17.0,7.0,8.99052059693072,0.4117647058823529,0.5288541527606306
Polishing,Rework,group_only_all,unknown,"(0.6, 0.7]",48,315.0,285.0,211.57795618998583,0.9047619047619048,0.6716760513967804
Polishing,Rework,group_only_all,unknown,"(0.7, 0.8]",160,611.0,517.0,463.8905680379499,0.8461538461538461,0.7592316989164483
Polishing,Rework,group_only_all,unknown,"(0.8, 0.9]",147,596.0,524.0,504.9462194518518,0.8791946308724832,0.8472252004225701
Polishing,Rework,group_only_all,unknown,"(0.9, 1.0]",14,60.0,60.0,55.44697149100805,1.0,0.9241161915168008
Polishing,Rework,legacy_1000,single,"(0.3, 0.4]",3,13.0,9.0,4.097428519431163,0.6923076923076923,0.31518680918701253
Polishing,Rework,legacy_1000,single,"(0.5, 0.6]",9,34.0,33.0,19.527760832642407,0.9705882352941176,0.5743459068424237
Polishing,Rework,legacy_1000,single,"(0.6, 0.7]",9,42.0,34.0,27.942090414093276,0.8095238095238095,0.6652878670022209
Polishing,Rework,legacy_1000,single,"(0.7, 0.8]",15,49.0,49.0,37.35448560701225,1.0,0.7623364409594336
Polishing,Rework,legacy_1000,single,"(0.8, 0.9]",14,92.0,89.0,77.06746836966103,0.967391304347826,0.8376898735832721
Polishing,Rework,legacy_1000,single,"(0.9, 1.0]",4,8.0,8.0,7.56482706795589,1.0,0.9456033834944862
Polishing,Rework,legacy_1000,unknown,"(0.7, 0.8]",307,1428.0,1240.0,1040.2843092914848,0.8683473389355743,0.728490412669107
Polishing,Rework,legacy_1000,unknown,"(0.8, 0.9]",63,158.0,142.0,139.15235567333747,0.8987341772151899,0.8807111118565663
Polishing,Rework,legacy_1000,unknown,"(0.9, 1.0]",8,13.0,11.0,12.103294977161543,0.8461538461538461,0.9310226905508879
Polishing,Rework,legacy_5000,single,"(0.3, 0.4]",3,13.0,9.0,4.097428519431163,0.6923076923076923,0.31518680918701253
Polishing,Rework,legacy_5000,single,"(0.5, 0.6]",9,34.0,33.0,19.527760832642407,0.9705882352941176,0.5743459068424237
Polishing,Rework,legacy_5000,single,"(0.6, 0.7]",9,42.0,34.0,27.942090414093276,0.8095238095238095,0.6652878670022209
Polishing,Rework,legacy_5000,single,"(0.7, 0.8]",15,49.0,49.0,37.35448560701225,1.0,0.7623364409594336
Polishing,Rework,legacy_5000,single,"(0.8, 0.9]",14,92.0,89.0,77.06746836966103,0.967391304347826,0.8376898735832721
Polishing,Rework,legacy_5000,single,"(0.9, 1.0]",4,8.0,8.0,7.56482706795589,1.0,0.9456033834944862
Polishing,Rework,legacy_5000,unknown,"(0.7, 0.8]",307,1428.0,1240.0,1040.2843092914848,0.8683473389355743,0.728490412669107
Polishing,Rework,legacy_5000,unknown,"(0.8, 0.9]",63,158.0,142.0,139.15235567333747,0.8987341772151899,0.8807111118565663
Polishing,Rework,legacy_5000,unknown,"(0.9, 1.0]",8,13.0,11.0,12.103294977161543,0.8461538461538461,0.9310226905508879
Polishing,Rework,ridge_expanded_equal_round,single,"(0.2, 0.3]",2,4.0,0.0,0.8846626344129344,0.0,0.2211656586032336
Polishing,Rework,ridge_expanded_equal_round,single,"(0.5, 0.6]",3,6.0,3.0,3.269311316227556,0.5,0.5448852193712593
Polishing,Rework,ridge_expanded_equal_round,single,"(0.6, 0.7]",5,27.0,27.0,17.069220284363503,1.0,0.6321933438653149
Polishing,Rework,ridge_expanded_equal_round,single,"(0.7, 0.8]",22,113.0,111.0,85.95216465749742,0.9823008849557522,0.7606386252875877
Polishing,Rework,ridge_expanded_equal_round,single,"(0.8, 0.9]",22,88.0,81.0,73.4390849728392,0.9204545454545454,0.8345350565095363
Polishing,Rework,ridge_expanded_equal_round,unknown,"(0.5, 0.6]",8,16.0,6.0,8.35287153363162,0.375,0.5220544708519762
Polishing,Rework,ridge_expanded_equal_round,unknown,"(0.6, 0.7]",31,54.0,39.0,35.22801534634033,0.7222222222222222,0.6523706545618579
Polishing,Rework,ridge_expanded_equal_round,unknown,"(0.7, 0.8]",87,456.0,411.0,340.18051938160414,0.9013157894736842,0.7460099109245705
Polishing,Rework,ridge_expanded_equal_round,unknown,"(0.8, 0.9]",202,896.0,769.0,755.6518543226192,0.8582589285714286,0.8433614445564946
Polishing,Rework,ridge_expanded_equal_round,unknown,"(0.9, 1.0]",50,177.0,168.0,163.32689794338364,0.9491525423728814,0.9227508358383256
Polishing,Rework,ridge_expanded_pieces,single,"(0.2, 0.3]",2,4.0,0.0,1.0633614987430904,0.0,0.2658403746857726
Polishing,Rework,ridge_expanded_pieces,single,"(0.5, 0.6]",2,19.0,19.0,11.127416278110124,1.0,0.5856534883215855
Polishing,Rework,ridge_expanded_pieces,single,"(0.6, 0.7]",11,51.0,48.0,34.17552185121795,0.9411764705882353,0.6701082715925089
Polishing,Rework,ridge_expanded_pieces,single,"(0.7, 0.8]",32,139.0,130.0,104.60593381560516,0.935251798561151,0.7525606749324112
Polishing,Rework,ridge_expanded_pieces,single,"(0.8, 0.9]",7,25.0,25.0,21.35348750568676,1.0,0.8541395002274704
Polishing,Rework,ridge_expanded_pieces,unknown,"(0.5, 0.6]",7,15.0,6.0,8.258428273418156,0.4,0.5505618848945437
Polishing,Rework,ridge_expanded_pieces,unknown,"(0.6, 0.7]",31,231.0,201.0,157.80636454817915,0.8701298701298701,0.6831444352735028
Polishing,Rework,ridge_expanded_pieces,unknown,"(0.7, 0.8]",147,579.0,502.0,438.58612137016763,0.8670120898100173,0.7574889833681652
Polishing,Rework,ridge_expanded_pieces,unknown,"(0.8, 0.9]",178,713.0,623.0,606.0485218402039,0.8737727910238429,0.8499979268446057
Polishing,Rework,ridge_expanded_pieces,unknown,"(0.9, 1.0]",15,61.0,61.0,56.62484609343218,1.0,0.9282761654661014
Polishing,Rework,ridge_single_capped,single,"(0.3, 0.4]",2,4.0,0.0,1.2503213499166737,0.0,0.3125803374791684
Polishing,Rework,ridge_single_capped,single,"(0.5, 0.6]",1,9.0,9.0,4.756303948174446,1.0,0.5284782164638273
Polishing,Rework,ridge_single_capped,single,"(0.6, 0.7]",13,76.0,73.0,49.212854344759734,0.9605263157894737,0.6475375571678912
Polishing,Rework,ridge_single_capped,single,"(0.7, 0.8]",27,107.0,98.0,79.22932321297688,0.9158878504672897,0.7404609646072605
Polishing,Rework,ridge_single_capped,single,"(0.8, 0.9]",10,40.0,40.0,33.36371141527938,1.0,0.8340927853819846
Polishing,Rework,ridge_single_capped,single,"(0.9, 1.0]",1,2.0,2.0,1.8108596563774793,1.0,0.9054298281887396
Polishing,Rework,ridge_single_capped,unknown,"(0.5, 0.6]",28,99.0,88.0,55.1108217575082,0.8888888888888888,0.5566749672475576
Polishing,Rework,ridge_single_capped,unknown,"(0.6, 0.7]",43,291.0,258.0,181.8087643631791,0.8865979381443299,0.6247723861277633
Polishing,Rework,ridge_single_capped,unknown,"(0.7, 0.8]",214,873.0,752.0,647.1779993253947,0.861397479954181,0.7413264597083559
Polishing,Rework,ridge_single_capped,unknown,"(0.8, 0.9]",93,336.0,295.0,278.0197327532587,0.8779761904761905,0.82743968081327
Polishing,Rework,ridge_single_equal_round,single,"(0.1, 0.2]",2,4.0,0.0,0.7937359086846796,0.0,0.1984339771711699
Polishing,Rework,ridge_single_equal_round,single,"(0.5, 0.6]",1,9.0,9.0,4.867674762630985,1.0,0.5408527514034428
Polishing,Rework,ridge_single_equal_round,single,"(0.6, 0.7]",12,52.0,52.0,34.94283980416241,1.0,0.6719776885415848
Polishing,Rework,ridge_single_equal_round,single,"(0.7, 0.8]",21,88.0,76.0,64.91708047756927,0.8636363636363636,0.7376940963360145
Polishing,Rework,ridge_single_equal_round,single,"(0.8, 0.9]",13,71.0,71.0,59.60593406787955,1.0,0.8395201981391486
Polishing,Rework,ridge_single_equal_round,single,"(0.9, 1.0]",5,14.0,14.0,12.75024297987181,1.0,0.910731641419415
Polishing,Rework,ridge_single_equal_round,unknown,"(0.4, 0.5]",7,15.0,6.0,6.754745795434584,0.4,0.4503163863623056
Polishing,Rework,ridge_single_equal_round,unknown,"(0.5, 0.6]",21,84.0,82.0,50.23276634010563,0.9761904761904762,0.5980091230964956
Polishing,Rework,ridge_single_equal_round,unknown,"(0.6, 0.7]",44,284.0,254.0,189.46746689567888,0.8943661971830986,0.6671389679425312
Polishing,Rework,ridge_single_equal_round,unknown,"(0.7, 0.8]",179,783.0,659.0,590.6110521897542,0.8416347381864623,0.7542925315322532
Polishing,Rework,ridge_single_equal_round,unknown,"(0.8, 0.9]",115,399.0,358.0,337.40590750672243,0.8972431077694235,0.8456288408689785
Polishing,Rework,ridge_single_equal_round,unknown,"(0.9, 1.0]",12,34.0,34.0,31.447256072114357,1.0,0.9249192962386575
Polishing,Rework,ridge_single_pieces,single,"(0.3, 0.4]",2,4.0,0.0,1.2624838074759797,0.0,0.3156209518689949
Polishing,Rework,ridge_single_pieces,single,"(0.5, 0.6]",1,9.0,9.0,4.8117104864899805,1.0,0.5346344984988867
Polishing,Rework,ridge_single_pieces,single,"(0.6, 0.7]",13,76.0,73.0,49.769186436823986,0.9605263157894737,0.6548577162739998
Polishing,Rework,ridge_single_pieces,single,"(0.7, 0.8]",27,107.0,98.0,80.24514902953733,0.9158878504672897,0.7499546638274517
Polishing,Rework,ridge_single_pieces,single,"(0.8, 0.9]",10,40.0,40.0,33.64956669676684,1.0,0.841239167419171
Polishing,Rework,ridge_single_pieces,single,"(0.9, 1.0]",1,2.0,2.0,1.8136437981773457,1.0,0.9068218990886728
Polishing,Rework,ridge_single_pieces,unknown,"(0.5, 0.6]",28,99.0,88.0,55.565085171959055,0.8888888888888888,0.561263486585445
Polishing,Rework,ridge_single_pieces,unknown,"(0.6, 0.7]",41,288.0,255.0,179.8836558932194,0.8854166666666666,0.6245960274070118
Polishing,Rework,ridge_single_pieces,unknown,"(0.7, 0.8]",193,808.0,687.0,600.8655481439764,0.8502475247524752,0.7436454803762085
Polishing,Rework,ridge_single_pieces,unknown,"(0.8, 0.9]",116,404.0,363.0,333.6173718524943,0.8985148514851485,0.8257855738923126
Sanding,First pass,group_only_all,single,"(0.1, 0.2]",136,3370.0,534.0,656.1566062401599,0.15845697329376854,0.1947052244036083
Sanding,First pass,group_only_all,single,"(0.3, 0.4]",156,3717.0,1090.0,1289.9066659952443,0.2932472423997848,0.3470289658313813
Sanding,First pass,group_only_all,single,"(0.4, 0.5]",64,1409.0,598.0,641.0705097695158,0.42441447835344215,0.4549826187150573
Sanding,First pass,group_only_all,single,"(0.5, 0.6]",140,784.0,355.0,426.0171613026702,0.4528061224489796,0.5433892363554467
Sanding,First pass,group_only_all,single,"(0.6, 0.7]",354,2465.0,1514.0,1597.9598009291867,0.6141987829614605,0.6482595541294875
Sanding,First pass,group_only_all,single,"(0.7, 0.8]",40,587.0,474.0,448.47877229782154,0.807495741056218,0.7640183514443297
Sanding,First pass,group_only_all,single,"(0.8, 0.9]",7,455.0,452.0,381.9195310668674,0.9934065934065934,0.839383584762346
Sanding,First pass,group_only_all,single,"(0.9, 1.0]",15,2929.0,2846.0,2672.2147576100874,0.9716626835097303,0.9123300640526075
Sanding,First pass,group_only_all,team,"(0.6, 0.7]",4,14.0,8.0,9.014215063644343,0.5714285714285714,0.6438725045460245
Sanding,First pass,group_only_all,unknown,"(0.1, 0.2]",129,2667.0,352.0,519.2788334844233,0.13198350206224221,0.1947052244036083
Sanding,First pass,group_only_all,unknown,"(0.3, 0.4]",45,774.0,354.0,269.0107496880432,0.4573643410852713,0.3475591081240868
Sanding,First pass,group_only_all,unknown,"(0.4, 0.5]",22,453.0,261.0,203.50956040177184,0.5761589403973509,0.4492484777081056
Sanding,First pass,group_only_all,unknown,"(0.5, 0.6]",23,127.0,42.0,68.37008568927799,0.33070866141732286,0.5383471314116377
Sanding,First pass,group_only_all,unknown,"(0.6, 0.7]",74,310.0,190.0,200.877712091481,0.6129032258064516,0.6479926196499387
Sanding,First pass,group_only_all,unknown,"(0.7, 0.8]",6,165.0,123.0,128.58340384885122,0.7454545454545455,0.7792933566597043
Sanding,First pass,group_only_all,unknown,"(0.8, 0.9]",1,117.0,117.0,94.32214736681614,1.0,0.8061721997163772
Sanding,First pass,legacy_1000,single,"(-0.001, 0.1]",79,1328.0,131.0,100.72456808958546,0.09864457831325302,0.07584681332047098
Sanding,First pass,legacy_1000,single,"(0.1, 0.2]",137,2911.0,748.0,465.8472177055087,0.25695637238062524,0.16002996142408404
Sanding,First pass,legacy_1000,single,"(0.2, 0.3]",113,1799.0,429.0,450.21789298642284,0.23846581434130074,0.25026008503970143
Sanding,First pass,legacy_1000,single,"(0.3, 0.4]",137,2006.0,688.0,686.5943284241791,0.34297108673978066,0.34227035315263166
Sanding,First pass,legacy_1000,single,"(0.4, 0.5]",113,1234.0,620.0,556.8609923813859,0.5024311183144247,0.4512649857223549
Sanding,First pass,legacy_1000,single,"(0.5, 0.6]",81,950.0,428.0,527.915247989343,0.45052631578947366,0.5557002610414137
Sanding,First pass,legacy_1000,single,"(0.6, 0.7]",74,634.0,377.0,410.7494109508801,0.5946372239747634,0.6478697333610096
Sanding,First pass,legacy_1000,single,"(0.7, 0.8]",81,684.0,514.0,514.3501319833647,0.7514619883040936,0.7519738771686618
Sanding,First pass,legacy_1000,single,"(0.8, 0.9]",59,1458.0,1277.0,1248.724467106373,0.8758573388203018,0.8564639692087606
Sanding,First pass,legacy_1000,single,"(0.9, 1.0]",38,2712.0,2651.0,2595.6949083443596,0.9775073746312685,0.9571146417198966
Sanding,First pass,legacy_1000,team,"(0.2, 0.3]",1,1.0,1.0,0.2922649529882223,1.0,0.2922649529882223
Sanding,First pass,legacy_1000,team,"(0.5, 0.6]",2,11.0,7.0,5.7771946326638535,0.6363636363636364,0.5251995120603503
Sanding,First pass,legacy_1000,team,"(0.7, 0.8]",1,2.0,0.0,1.5818189910286184,0.0,0.7909094955143092
Sanding,First pass,legacy_1000,unknown,"(0.1, 0.2]",33,175.0,121.0,25.992654986956072,0.6914285714285714,0.1485294570683204
Sanding,First pass,legacy_1000,unknown,"(0.2, 0.3]",139,2682.0,358.0,583.3019511739809,0.13348247576435496,0.21748767754436277
Sanding,First pass,legacy_1000,unknown,"(0.3, 0.4]",47,1093.0,502.0,414.64371994913313,0.4592863677950595,0.379362964271851
Sanding,First pass,legacy_1000,unknown,"(0.4, 0.5]",14,95.0,38.0,43.84526835785358,0.4,0.46152914060898503
Sanding,First pass,legacy_1000,unknown,"(0.5, 0.6]",49,230.0,159.0,122.60163014886935,0.691304347826087,0.5330505658646494
Sanding,First pass,legacy_1000,unknown,"(0.6, 0.7]",15,218.0,143.0,141.83314529437428,0.6559633027522935,0.6506107582310746
Sanding,First pass,legacy_1000,unknown,"(0.7, 0.8]",3,120.0,118.0,92.55797700943262,0.9833333333333333,0.7713164750786051
Sanding,First pass,legacy_5000,single,"(-0.001, 0.1]",79,1328.0,131.0,100.72067847755388,0.09864457831325302,0.0758438843957484
Sanding,First pass,legacy_5000,single,"(0.1, 0.2]",137,2911.0,748.0,465.83085234074184,0.25695637238062524,0.16002433951932046
Sanding,First pass,legacy_5000,single,"(0.2, 0.3]",113,1799.0,429.0,450.2037809627745,0.23846581434130074,0.2502522406685795
Sanding,First pass,legacy_5000,single,"(0.3, 0.4]",137,2006.0,688.0,686.5753967923522,0.34297108673978066,0.3422609156492284
Sanding,First pass,legacy_5000,single,"(0.4, 0.5]",113,1234.0,620.0,556.8481796210223,0.5024311183144247,0.45125460261022876
Sanding,First pass,legacy_5000,single,"(0.5, 0.6]",81,950.0,428.0,527.9054342190541,0.45052631578947366,0.555689930756899
Sanding,First pass,legacy_5000,single,"(0.6, 0.7]",74,634.0,377.0,410.743341278654,0.5946372239747634,0.647860159745511
Sanding,First pass,legacy_5000,single,"(0.7, 0.8]",81,684.0,514.0,514.3447817191071,0.7514619883040936,0.7519660551448935
Sanding,First pass,legacy_5000,single,"(0.8, 0.9]",59,1458.0,1277.0,1248.716943870289,0.8758573388203018,0.8564588092388814
Sanding,First pass,legacy_5000,single,"(0.9, 1.0]",38,2712.0,2651.0,2595.6903048534696,0.9775073746312685,0.9571129442675035
Sanding,First pass,legacy_5000,team,"(0.2, 0.3]",1,1.0,1.0,0.2922562543147652,1.0,0.2922562543147652
Sanding,First pass,legacy_5000,team,"(0.5, 0.6]",2,11.0,7.0,5.777079532145555,0.6363636363636364,0.5251890483768686
Sanding,First pass,legacy_5000,team,"(0.7, 0.8]",1,2.0,0.0,1.5818050831043338,0.0,0.7909025415521669
Sanding,First pass,legacy_5000,unknown,"(0.1, 0.2]",33,175.0,121.0,25.991727558439496,0.6914285714285714,0.14852415747679712
Sanding,First pass,legacy_5000,unknown,"(0.2, 0.3]",139,2682.0,358.0,583.2827571420784,0.13348247576435496,0.21748052093291512
Sanding,First pass,legacy_5000,unknown,"(0.3, 0.4]",47,1093.0,502.0,414.6329028993091,0.4592863677950595,0.3793530676114447
Sanding,First pass,legacy_5000,unknown,"(0.4, 0.5]",14,95.0,38.0,43.844277796465256,0.4,0.4615187136470027
Sanding,First pass,legacy_5000,unknown,"(0.5, 0.6]",49,230.0,159.0,122.59922325517586,0.691304347826087,0.5330401011094602
Sanding,First pass,legacy_5000,unknown,"(0.6, 0.7]",15,218.0,143.0,141.83106244919892,0.6559633027522935,0.6506012038954079
Sanding,First pass,legacy_5000,unknown,"(0.7, 0.8]",3,120.0,118.0,92.55708713772901,0.9833333333333333,0.7713090594810751
Sanding,First pass,ridge_expanded_equal_round,single,"(-0.001, 0.1]",8,90.0,29.0,8.054824136632556,0.32222222222222224,0.08949804596258396
Sanding,First pass,ridge_expanded_equal_round,single,"(0.1, 0.2]",118,2284.0,245.0,365.8892620526702,0.10726795096322242,0.1601966996727978
Sanding,First pass,ridge_expanded_equal_round,single,"(0.2, 0.3]",159,2675.0,556.0,668.2634320067442,0.20785046728971962,0.24981810542308194
Sanding,First pass,ridge_expanded_equal_round,single,"(0.3, 0.4]",159,2474.0,825.0,855.372285795824,0.33346806790622474,0.34574465876953275
Sanding,First pass,ridge_expanded_equal_round,single,"(0.4, 0.5]",143,1881.0,938.0,841.3671935849476,0.4986709197235513,0.44729781689789877
Sanding,First pass,ridge_expanded_equal_round,single,"(0.5, 0.6]",122,1352.0,898.0,736.8394067507309,0.6642011834319527,0.5449995612061619
Sanding,First pass,ridge_expanded_equal_round,single,"(0.6, 0.7]",109,1532.0,1177.0,993.0589788732054,0.7682767624020888,0.6482108217188025
Sanding,First pass,ridge_expanded_equal_round,single,"(0.7, 0.8]",69,1815.0,1622.0,1347.8128141129655,0.89366391184573,0.7425965917977772
Sanding,First pass,ridge_expanded_equal_round,single,"(0.8, 0.9]",19,807.0,776.0,664.6478715348246,0.9615861214374225,0.8236033104520751
Sanding,First pass,ridge_expanded_equal_round,single,"(0.9, 1.0]",6,806.0,797.0,742.0647440149842,0.988833746898263,0.9206758610607744
Sanding,First pass,ridge_expanded_equal_round,team,"(0.3, 0.4]",1,1.0,1.0,0.3283758965010777,1.0,0.3283758965010777
Sanding,First pass,ridge_expanded_equal_round,team,"(0.4, 0.5]",1,10.0,6.0,4.952758666860297,0.6,0.4952758666860297
Sanding,First pass,ridge_expanded_equal_round,team,"(0.6, 0.7]",1,1.0,1.0,0.6316758126739768,1.0,0.6316758126739768
Sanding,First pass,ridge_expanded_equal_round,team,"(0.7, 0.8]",1,2.0,0.0,1.4479625513766319,0.0,0.7239812756883159
Sanding,First pass,ridge_expanded_equal_round,unknown,"(0.2, 0.3]",129,2667.0,352.0,784.852047401034,0.13198350206224221,0.2942827324338335
Sanding,First pass,ridge_expanded_equal_round,unknown,"(0.3, 0.4]",27,48.0,17.0,16.313543814436088,0.3541666666666667,0.3398654961340852
